tool_id,metric_id,dimensions,themes,metric_question
39,5,economic,profitability,gross farm income
39,6,environment,stability,crop loss estimate
39,7,environment,stability,resource recycling potential
39,8,environment,diversity,diversification intensity
39,9,social,equitability,land ownership status
39,10,social,human resource endowments,farmer characters
39,11,social,group effectiveness,group dynamics index
69,1,social; economic,economic and social viability,income per labour ($)
69,2,social; economic,economic and social viability,real net output per unit land ($/ha)
69,3,social; economic,economic and social viability,cultural level/education level
69,4,environment,agricultural nutrient balance,b (kg/ha)
69,5,environment,agricultural nutrient balance,i/o
69,6,production,crop yield,yield
69,7,environment,agricultural management,fertiliser use efficiency (%) 
69,8,environment,agricultural management,irrigated water use efficiency (%)
69,9,environment,agri-environmental quality,soil erosion t (soil/km2)
69,10,environment,agri-environmental quality,soil saline content (mg/kg)
69,11,environment,agricultural biodiversity,the number of varieties/livestock
69,12,environment,agricultural biodiversity,the number of organism
69,13,environment,net energy balance,i/o of energy
69,14,environment,soil quality,clay content (%)
69,15,environment,soil quality,soil depth (cm)
69,16,environment,soil quality,bulk density
69,17,environment,soil quality,available water capacity (cm/cm)
69,18,environment,soil quality,organic matter (%)
69,19,environment,soil quality,ph
69,20,environment,soil quality,permeability (cm/h)
69,21,environment,soil quality,ec (ms/cm)
69,22,environment,soil quality,cec (cmol/100 g)
99,1,economic,production costs and returns,costs for inputs
99,2,economic,production costs and returns,costs for machinery and labour
99,3,economic,production costs and returns,yield
99,4,economic,production costs and returns,direct payment
99,5,economic,production costs and returns,costs for gm seeds
99,6,economic,production costs and returns,costs for tree removal
99,7,economic,production costs and returns,costs for sanitation pruning
99,8,social,pest susceptibility,spread of a bivoltine race of the corn borer
99,9,social,pest susceptibility,"traditionally bred, late blight-resistant potato varieties"
99,10,social,pest susceptibility,pest and disease management flexibility
