tool_id,include,reason_exclude,missing_dimension,reviewer_name,tool_name,acronym,rayyan_ref,web_ref,author,developer,year_published,updated,year_updated,updated_ref,promoted_tool,specify_indicators,wider_use,wider_use_evidence,wider_use_notes,adapted,adapted_ref,sustain_framing,dimensions,themes,theme_no,social_themes,enviro_themes,economic_themes,human_themes,gov_themes,product_themes,named_framework,Conceptual_framing,framing_definition,sgd,framing_indicator_link,Indicator_convenience,sustainability_view,tool_orientiation,stakeholder_design,scale_measure,scale_report,localisable,country_use,system_type,visualise_framework,target_user,intended_function,comparison_type,verifiable,local_indicators,stakeholder_involved,indicator_selection,data_type,data_collection,complexity,access,paid_access,online_platform,guide_assess,guide_analysis,guide_interpret,guide_data_gov,informed_consent,visualise_result,visualise_type,assessment_results,metric_no,collection_time,interval,interaction,interaction_expl,scaleable,aggregation,weighting,weighting_preference,comments,once_multi,metric_eval
162,Yes,NA,NA,Victor,"Alary et al., 2020",NA,363933220,https://www.sciencedirect.com/science/article/abs/pii/S0308521X19308984,"Alary et al., 2020",NA,2020,No,NA,NA,No,Yes,Maybe,https://www.scopus.com/results/citedbyresults.uri?sort=plf-f&cite=2-s2.0-85085560596&src=s&imp=t&sid=83ca699d8cec0f410823f17d7aac9c31&sot=cite&sdt=a&sl=0&origin=inward&editSaveSearch=&txGid=8429cf7f1607666164b0bc7100434926,The paper has 11 citations according to ScienceDirect,Unknown,NA,Classic productive view,Ecological; Economic; Social,Family theme; Land theme; Livestock theme; Diversification theme; Integration theme; Well-being theme; Efficiency theme,7,Well-being theme; Family theme,Diversification theme; Integration theme; Efficiency theme: Land theme;,Diversification theme; Integration theme; Efficiency theme,NA,NA,Livestock theme,NA,NA,NA,1; 2; 3; 7; 12,No,Yes,Both,Unknown,NA,farm/household,farm/household,Context-specific,Egypt,smallholder farms,Yes,Farmers; researchers,ST; R,Between cases,No,Yes,Yes,Researcher selected,Quantitative (enumerator/farmer estimated),Interview; household/farm surveys,medium,No restrictions,No,No,Yes,yes,Yes,Unknown,Unknown,Yes,Line graphs; Scatter plot; Box plot,Scoring system; Principal Compont Analysis (PCA); Cluster Analysis (CA),85,Unknown,NA,No,NA,Not sure,Yes,No,NA,"This work was supported by the Agency of National Research (ANR) in France (Grant ARIMnet Program 2011, ANR-2012-2015, 12-AGRI0007) and the CGIAR Research Program on Livestock.",Once,Complete
163,Yes,NA,NA,Victor,"Stylianou et al., 2020",NA,363933221,https://www.mdpi.com/2071-1050/12/15/6105,"Stylianou et al., 2020",NA,2020,No,NA,NA,No,Yes,Maybe,NA,According to the mdpi.com website the paper has over 21 citations,Unknown,NA,Classical view,Ecological; Economic; Social,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2; 12; 15; 17,No,No,Performance based,Researcher/developer only,NA,Farm,Food system,Context-specific,Cyprus,smallholder farms,Yes,policymakers; researchers,MP,Between cases,No,Yes,Yes,Literature,Quantitative (enumerator/farmer estimated),farm survey; interview; Database,Low,No restrictions,No,No,yes,yes,yes,Unknown,Unknown,Yes,Tables; Radar diagrams,Scoring system; Principal Compont Analysis (PCA); Cluster Analysis (CA),41,low,NA,No,NA,Yes,Yes,No,NA,NA,Once,Complete
164,Yes,NA,NA,Victor,"Lairez et al., 2020",NA,363933225,https://www.sciencedirect.com/science/article/abs/pii/S0308521X19314386,"Lairez et al., 2020",NA,2020,No,NA,NA,No,No,Maybe,https://www.scopus.com/results/citedbyresults.uri?sort=plf-f&cite=2-s2.0-85083828974&src=s&imp=t&sid=0d805518ccf15d9182be12e17d2fc0f8&sot=cite&sdt=a&sl=0&origin=inward&editSaveSearch=&txGid=2e57f403ed98b116b2a8a96c1f7203f7,It has been cited 9 times,Unknown,NA,Classical view,Ecological; Economic; Social,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2; 12; 13; 15; 17,No,No,Performance based,Consultation/feedback incorporated,Farmers; researchers,field/plot; farm,field/plot; farm,Context-specific,Laos,smallholder farms,Yes,Farmers; researchers,ST; R,Between cases,Yes,Yes,Yes,Expert consultation; participatory,Quantitative (enumerator/farmer estimated),Interview; Focus group; field measurements; farm survey,medium,No restrictions,No,No,yes,yes,yes,Unknown,Unknown,Yes,Tables,Scoring system; hierarchical clustering; regression,NA,Unknown,NA,No,NA,Not sure,Yes,No,NA,NA,Once,
165,No,Not holistic,environment; social,Victor,"Warinda et al., 2020",NA,363933239,https://www.researchgate.net/publication/339533820_Sustainable_development_in_East_Africa_impact_evaluation_of_regional_agricultural_development_projects_in_Burundi_Kenya_Rwanda_Tanzania_and_Uganda,"Warinda et al., 2020",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,No,Not holistic,environment; social,Victor,"Sporysz et al., 2020",NA,363933254,https://www.researchgate.net/publication/340875184_Cluster_Analysis_in_Assessment_of_Organic_Farms_Sustainability_Part_II_Results_of_Research,"Sporysz et al., 2020",NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Yes,NA,NA,Victor,"Mucharam et al., 2020",NA,363933274,https://www.iieta.org/journals/ijsdp/paper/10.18280/ijsdp.150819,"Mucharam et al., 2020",NA,2020,No,NA,NA,No,Yes,NA,NA,NA,NA,NA,Governace oriented,Economic; Ecological; Social; Technological; Institutional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The paper defines sustainable agriculture as: ""The management and conservation of the natural resource base, as well as the orientation of technological and institutional change to ensure the attainment and continued satisfaction of human needs for the present and future generations. Such development conserves land, water, plant, and animal genetic resources, which is environmentally non-degrading, technically appropriate, economically viable, and socially acceptable.""",2; 12; 13; 15; 17,No,Yes,Both,Unknown,NA,Farm,Province/region,Context-specific,Indonesia,smallholder farms,NA,Farmers; researchers; policy makers,ST,Between cases,No,Yes,Yes,Literature; Participatory; Researcher selected,Quantitative (enumerator/farmer estimated),Database; household/farm survey,Low,No restrictions,No,No,Yes,yes,Yes,Unknown,Unknown,Yes,Scatter plot; Bars: Radar diagram; Kite diagram,Scoring system; Principal Compont Analysis (PCA);,31,Unknown,NA,No,NA,Not sure,Yes,No,NA,NA,Once,Complete
168,Yes,NA,NA,Victor,"Ledesma et al., 2020",NA,363933336,https://www.sciencedirect.com/science/article/abs/pii/S0959652620330389,"Ledesma et al., 2020",NA,2020,No,NA,NA,No,Yes,Maybe,Na,Cited 14 times according to ScienceDirect,No,NA,Classical view,Ecological; Economic; Social,NA,NA,NA,NA,NA,NA,NA,NA,Integrated Value Modelfor Sustainable Assessment (MIVES),Integrated Value Modelfor Sustainable Assessment (MIVES),NA,2; 11; 13; 15; 17,No,Yes,Performance based,Consultation/feedback incorporated,Multistakeholder (unspecified),field/plot;,Region,Context-specific,Ecuador,urban rooftop farms,Yes,Decision makers,ST: PA,Between cases,Maybe,Yes,Yes,Expert consultation; participatory; literature; researcher selected,Quantitative (measured); Quantitative (enumerator/farmer estimated); Quantitative (predicted),Field measurements: Database; Interview,medium,Paid access,Yes,No,Yes,yes,Yes,Unknown,Unknown,Yes,Tables; Correlations; Box plots; K-Means clustering (Calinski index); Bars,Clustering; Anova,16,Unknown,NA,No,NA,Yes,Yes,No,NA,NA,Once,Complete
169,Yes,NA,NA,Victor,"Guarnaccia et al., 2020",NA,363933347,https://www.mdpi.com/2073-4395/10/10/1546,"Guarnaccia et al., 2020",NA,2020,No,NA,NA,No,Yes,Maybe,Na,It has been cited 10 times,No,NA,Classical view,Ecological; Economic; Social,NA,NA,NA,NA,NA,NA,NA,NA,Sustainable Development Goals (SDGs),Sustainable Development Goals (SDGs),"This paper defines ""A sustainable food system (SFS) is a food system that delivers food security and nutrition for all people in such a way that the economic, social and environmental basis to generate food security and nutrition for future generations is not compromised""",1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 15; 16; 17,Yes,Unknown,Both,Consultation/feedback incorporated;,NGOs; Multistakeholder (unspecified),Unknown,National,Widely applicable,Sicily,Both,Yes,Farmers; business/firm; researchers; policy makers,MP,Between cases,Maybe,No,Yes,Expert consultation; literature; Participatory,Qualitative (textual/narrative); Quantitative (enumerator/farmer estimated);,Focus group; Interview,Low,No restrictions,No,No,Yes,Yes,Yes,Unknown,Unknown,No,NA,Comparison over time,31,Unknown,Na,No,NA,Yes,No,No,NA,NA,Once,
170,Yes,NA,NA,Edith,"Jacobi et al., 2020",NA,363933350,https://www.nature.com/articles/s41598-020-76284-y,,NA,2020,No,NA,NA,Yes,Yes,Yes,NA,11 Citations; 5952 accesses,No,NA,Classical view,Food security; Right to Food; Socio-ecological resilience; Poverty & inequality; Environmental Performance,NA,NA,NA,NA,NA,NA,NA,NA,"Food sustainability framework based on the concept that a sustainable food system must simultaneously contribute to five dimensions of food security, implementation of the right to food, reduction of poverty&inequality, high environmental performance and social-ecological resilience","Food sustainability framework based on the concept that a sustainable food system must simultaneously contribute to five dimensions of food security, implementation of the right to food, reduction of poverty&inequality, high environmental performance and social-ecological resilience","Sustainable food systems entails not only securing people's food supply but also ensuring that food production, distribution and consumption are ecologically, economically and socially responsible now and in the longterm.",1; 2; 5; 10; 12; 13; 15,No,Yes,Performance based,Co-designed from start,Civil society organizations;government representatives;private sector representatives; Farmers;local&international research teams;farms/households,Value chains;food systems,national;region,Localizable;generalisable,Kenya;Bolivia,Smallholder farms;large/commercial farms,Yes,Agricultural advisors;policy makers;development actors;NGOs;researchers,ST;R;PA;MP,Between cases,Yes,Yes,Yes,Expert consultation;literature;participatory,Quantitative(measured);Qualitative(textual/narrative),interviews;household/farm surveys;workshops;firm/business survey;remote sensing,High,No restrictions,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Spider charts;Box plots;stacked charts;Bar charts;Tables,Indicator ranges; likert scale;statistics;scoring,56,uses researcher estimates,Years,Yes,Yes,Yes,Yes,Yes,Local&agro-ecological food systems scored highest,NA,Once,
171,Yes,NA,NA,Edith,"Sharma et al., 2020",NA,363933359,https://www.inderscienceonline.com/doi/10.1504/IJSAMI.2020.106549,"Sharma et al., 2020",R.K. Sharma et al.,2020,NA,NA,NA,No,Yes,NA,NA,NA,No,NA,Governance oriented view,Economic; Social; Environment; Governance,Knowledge; Quality of life; Food safety; Social participation; Viability; Vulnerability; inputs; Water; Soil; Traceability; Transparency; Surport,12,Knowledge; Quality of life; Food safety;Social participation,Inputs;Water;Soil,Viability;Vulnerability,"Quality of life, Food safety",Traceability;Transparency;Surport,NA,Examined & reviewed existing literature and frameworks/models for measuring sustainability through integrative literature review to identify factors and indicators of sustainability,Examined & reviewed existing literature and frameworks/models for measuring sustainability through integrative literature review to identify factors and indicators of sustainability,"Sustainability at rural grassroot level entails enveloping the issues of farmer livelihoods and vulnerabilities, social development and environmental concerns.",1; 2; 3; 4; 5; 6; 8; 10; 11; 12; 13; 15; 16,No,Yes;data availability,Performance based,consultation feedback incorporated,Farmers;researchers;academicians;agri-extension experts;producers/exporters,Value chain;national;food system,Region;national;landscape;value chain;food system,Localizable;generalisable,India,Smallholder farms;large/commercial farms,Yes,Farmers;policy makers;researchers;farmer organizations;develoment actors,ST;R;PA,Between cases,Yes,Yes,Yes,Yes,Quantitative (enumerator/farmer estimated); Qualitative (enumerator/farmer selected),Self-administered questionnaire,High,Unknown,No,No,Yes,Yes,Yes,No,Unknown,Yes,Radar charts;Tables,Statictics; Likert scale,28,Uses researcher estimates,NA,Yes,Yes,Yes,Yes,Yes,Governance,NA,Once,
172,Yes,NA,NA,Edith,"Zhen et al., 2020",NA,363933377,https://www.sciencedirect.com/science/article/abs/pii/S1470160X20302545,"Zhen et al., 2020",China Organic Regulation,2020,NA,NA,NA,Yes,Yes,No,NA,NA,No,NA,Governance oriented view,Environment; Management; Production,Plant protection; Detection; Soil fertility management; Endogenous environment; Management mode; Operational status; External environment; Production scale; Seed & propagating material; Storage; Cultivation,11,NA,Endogenous environment;External environment,NA,NA,NA,Seeds&propagation materials;Soil fertility management;Plant protection;Cultivation;Storage detection,Uses own framework,Uses own framework,"Risk refers to the seriousness and possibility of not complying with organic standards in the production operation of organic products, resulting in the consequences of destroying the integrity of organic products.",2; 3; 8; 12; 13; 15; 17,No,"Yes, data availability",Practice - based,Co-designed from start,Experts; Farmers;NGOs;Agricultural advisors;researchers; certification bodies; Governments; institutions; farms,Food system;national;value chain,Food system;region;national;value chain,Generalisable,China,Smallholder farms; large/commercial,Yes,Producers;Inspectors;Organic compliance certifiers,Multipurpose (MP),Between cases,maybe,Yes,Yes,Participatory,Quantitative (measured); Quantitative (enumerator/farmer estimated); Quantitative (predicted); Qualitative (enumerator/farmer selected); Qualitative (textual/narrative),Survey Questionnaires; Literature review,High,unknown,No,No,Yes,Yes,Yes,No,unknown,Yes,Tables; Bar charts,Scoring system;stakeholder assessment,25,Uses researcher estimates,unknown,No,NA,Yes,No,Yes,"The production dimension received the highest weight of 0.59, followed by management with 0.24, and environment with 0.17.","This is a risk assessment tool with dimensions of Environment,Production and management, and therefore does not provide the classical view to sustainability.",multiple,
